Devis_ID	Unité	Client	Type_Travail	Montant_HT	Coefficient	Numéro_OA	Count_OA	Statut	État	Description	Date_RFQ	Acheteur
PI24616	SEMC	SEMC	Fourniture	1475172	1.5	Lost	0	Terminé	Closed	COMMANDE CABLE ADAPTATEUR PLC	2024-10-30	Jean Bossango
PI24617	SABC_Garoua	Boissons du Cameroun	Fourniture	2808500	1.37	3486554	1	Terminé	Closed	câbles électrique pour instrumentation nouveaux TOD GAROUA 	2024-10-30	Rosine Kati
PI24618	SABC_Bafoussam	Boissons du Cameroun	Reparation	280000	1.3	Lost	0	Terminé	Closed	TRAVAUX DE LA REVISION ENTRETIEN ELECTRIQUES EN CHAINE 4	2024-10-29	Michel Kenmoe
PI24619	SABC_Bafoussam	Boissons du Cameroun	Reparation	140000	1.3	3577328	1	Terminé	Closed	TRAVAUX D'ENTRETIEN ELECTRIQUES LIGNE 5	2024-10-29	Alexandre PENDA NKONGO MBEA
PI24620	SABC_Ndokoti	Boissons du Cameroun	Fourniture	5621893	1.41	3489430	1	Terminé	Closed	Échange des signaux. 	2024-10-30	Cedric NGAKAM
PI24621-6	SIAC	Boissons du Cameroun	Fourniture_Pose	4072200	1	3512033	1	Terminé	Closed	MEC coffrets bâtiment administratif	2024-10-21	Christel TCHATO
PI24621-1	SIAC	Boissons du Cameroun		4072200	1.4	3497789	1	Terminé	Closed	MEC Tableau electrique - Batiment administratif	2024-11-20	Christel TCHATO
PI24622	SABC_Bafoussam	Boissons du Cameroun	Fourniture_Pose	175000	1.3	Lost	0	Terminé	Closed	Remplacement des câbles de terre à la step	2024-11-01	Anicet GHISLAIN FOKA
PI24623	SABC_Bafoussam	Boissons du Cameroun	Placement_RH	112500	1.3	Lost	0	Terminé	Closed	électriciens pour travaux de maintenance fin de mos d'octobre 2024	2024-10-31	Anicet GHISLAIN FOKA
PI24624	DIXSTONE	Dixstone Operations Cameroun	Fourniture	638820	1.4	3303002151	1	Terminé	Closed	DOS/STIMULATION MR-3662-STI - Matériels pour l’installation électrique de la test bay Room	2024-11-01	Alex Amoutse
PI24625	SABC_Bafoussam	Boissons du Cameroun	Fourniture	0	1.3	Lost	0	Terminé	Closed	Comptage Energie électrique Nouvelle ligne 7 Bafoussam	2024-11-05	Hassan FOUAPON KOUOTOU
PI24626	SABC_Koumassi	Boissons du Cameroun	Fourniture_Pose	235000	1.4	Lost	0	Terminé	Closed	Fourniture et Installation 05 blocs de Prisses Mosaïque	2024-11-01	Basile DONNANG DONGMO
PI24627	SABC_Koumassi	Boissons du Cameroun	Fourniture_Pose	1677090	1.3	Lost	0	Terminé	Closed	REALISATION TRAVAUX D'ECLAIRAGE NOUVEAUX CHANTIERS (toilette entrée infirmerie)	2024-11-06	Basile DONNANG DONGMO
PI24628	SABC_Koumassi	Boissons du Cameroun	Fourniture	7126144	1.6	Lost	0	Terminé	Closed	REMPLACEMENT DES MANCHONS COMPENSATEUR DILATOFLEX DEFECTUEUX PREAMPATEURS MALT/MAÏS ET CONDUITE BAC TAMPON SALLE 1	2024-11-06	Jean Bossango
PI24629	DANGOTE_Dla	DANGOTE CEMENT SA	Fourniture	206400	1.5	42009392	1	Terminé	Closed	Founiture Bobine 24VDC ASCO	2024-11-06	Martin-Pierre DOOH
PI24630	DANGOTE_Dla	DANGOTE CEMENT SA	Fourniture	2938000	1.3	Lost	0	Terminé	Closed	 Supply for few lighting fittings & Consumables  - ELECTRICAL	2024-11-09	Benjamin N. Eteh
PI24631	SABC_Ndokoti	Boissons du Cameroun	Fourniture	0	1.35	Lost	0	Terminé	Closed	MATERIELS POUR ALIMENTATION DE LA LIGNE 16 NDOKOTI	2024-11-10	
PI24632	SABC_Koumassi	Boissons du Cameroun	Fourniture_Pose	980300	1.4	Lost	0	Terminé	Closed	REALISATION TRAVAUX D'ECLAIRAGE NOUVEAUX CHANTIERS (nouveau bureau magasin MPR)	2024-11-10	Basile DONNANG DONGMO
PI24633	SABC_Koumassi	Boissons du Cameroun	Fourniture_Pose	745400	1.4	Lost	0	Terminé	Closed	REALISATION TRAVAUX D'ECLAIRAGE NOUVEAUX CHANTIERS (local huile MPR)	2024-11-10	Basile DONNANG DONGMO
PI24634	SIAC	Boissons du Cameroun	Fourniture_Pose	0	1.3	3488929	1	Terminé	Closed	REPARATION ONDULEUR 2KVA	2024-11-12	Christel TCHATO
PI24635	DANGOTE_Dla	DANGOTE CEMENT SA	Fourniture_Pose	408100	1.33	CM42009312	1	Terminé	Closed	Supply and Installation of LED light fittings, staircase  - head office	2024-11-13	Iloga Gerard
PI24636	SABC_Koumassi	Boissons du Cameroun	Fourniture_Pose	32544661	1.32	Lost	0	Terminé	Closed	FOURNITURE ET INSTALLATION BATTERIES DE CONDENSATION	2024-11-08	Roland Jani
PI24637	SABC_Yaounde	Boissons du Cameroun	Fourniture	7788000	1.33	Lost	0	Terminé	Closed	MATERIEL POUR RACCORDEMENTS ELCTRIQUES NOUVEAUX TOD YAOUNDE	2024-11-14	Rosine Kati
PI24638	SABC_Yaounde	Boissons du Cameroun	Fourniture	1386000	1.4	3489316	1	Terminé	Closed	CABLE ET CONNECTEUR	2024-11-14	Michel KAMGA DZETCHU 
PI24639	DANGOTE_Dla	DANGOTE CEMENT SA	Fourniture	3813558	1.2	Lost	0	Terminé	Closed	Replacement contact pieces for 3RT1056 - ELECTRICAL	2024-11-13	Benjamin N. Eteh
PI24640	SABC_Koumassi	Boissons du Cameroun	Fourniture_Pose	23050000	1.41	Lost	0	Terminé	Closed	Changement Départ Alimentation Nouveaux Locaux des Electriciens 	2024-11-17	Clément Tientcheu
PI24641	SABC_Bafoussam	Boissons du Cameroun	Fourniture	3372074	1.47	3489792	1	Terminé	Closed	Offre pour fourniture de matériel automatisme échanges de signaux ligne 7 Bafoussam	2024-11-20	Hassan FOUAPON KOUOTOU
PI24642	DIXSTONE	Dixstone Operations Cameroun	Fourniture	12957432	1.41	Lost	0	Terminé	Closed	DOS/CIMENTATION MR-1058-CIM - Electrical Protection	2024-11-20	Alex Amoutse
PI24643	DIXSTONE	Dixstone Operations Cameroun	Fourniture	2597439	1.36	Lost	0	Terminé	Closed	DOS/CIMENTATION MR1059-CIM - Electrical Spares for Cement BANBA	2024-11-20	Alex Amoutse
PI24644	SABC_Bafoussam	Boissons du Cameroun	Fourniture_Pose	0	1	Lost	0	Annulé	Closed	correction ecarts mesure et identification des terres Zone SGX/FAB/Ch4/CH5/MLU suivant rapport Veritas	2024-11-20	Joseph DJIEUBOU 
PI24645	SABC_Bafoussam	Boissons du Cameroun	Fourniture_Pose	0	1	Lost	0	Annulé	Closed	fourniture et pose de deux ventilateurs extracteur à la Meunerie	2024-11-20	Joseph DJIEUBOU 
PI24646	SABC_Bafoussam	Boissons du Cameroun	Fourniture	20941715	1.31	3491435	1	Terminé	Closed	Matériel pour armoire de commande pompes eau glycolée de la nouvelle ligne 7	2024-11-21	Rosine Kati
PI24647	DIXSTONE	Dixstone Operations Cameroun	Fourniture	844800	1.6	Lost	0	Terminé	Closed	BMX Power supply replacement for ADN130 Batch Mixer	2024-11-21	Alex Amoutse
PI24648	DANGOTE_Dla	DANGOTE CEMENT SA	Fourniture_Pose	0	1	Lost	0	Annulé	Closed	Supply & Inst Control Transformer 87Crane & Supply & Inst of Pendant Control 87 Hoist - ELECTRICAL	2024-11-22	Benjamin N. Eteh
PI24649	SABC_Bafoussam	Boissons du Cameroun	Fourniture_Pose	3196480	1.4	Lost	0	Terminé	Closed	Comptage Energie électrique Nouvelle ligne 7 BAFOUSSAM	2024-11-21	Rosine Kati
PI24650	SABC_Yaounde	Boissons du Cameroun	Fourniture_Pose	13877266	1.3	Lost	0	Terminé	Closed	Matériel pour installation éclairage silos YAOUNDE	2024-11-22	Rosine Kati
PI24651	SABC_Bafoussam	Boissons du Cameroun	Fourniture	1332000	1.48	3491433	1	Terminé	Closed	CONSOLE D'INTERVENTION AUTOMATISME ET INSTRUMENTATION SUR LA NOUVELLE LIGNE 7 BAFOUSSAM	2024-11-22	Hassan FOUAPON KOUOTOU
PI24652	DANGOTE_Dla	DANGOTE CEMENT SA	Fourniture	234000	1.3	42009391	1	Terminé	Closed	Supply of contactors 7.5kw	2024-11-26	Lambi Mandjeck
PI24653	SIAC	Boissons du Cameroun	Installation	1377600	1.3	Lost	0	Terminé	Closed	TRAVAUX DE DEPOSE BANDEROLEUSE ET ASSAINISSEMENT DE CABLES	2024-11-22	Christel TCHATO
PI24654	SIAC	Boissons du Cameroun	Installation	0	1.3	Lost	0	Terminé	Closed	TRAVAUX D'INSTALLATION NOUVELLE BANDEROLEUSE SIAC	2024-11-22	Christel TCHATO
PI24655	SIAC	Boissons du Cameroun	Fourniture_Pose	3291500	1.4	Lost	0	Terminé	Closed	MEC COFFRET COULOIR MISTERCLEAN	2024-11-26	Christel TCHATO
PI24656	SIAC	Boissons du Cameroun	Fourniture_Pose	1277500	1.4	Lost	0	Terminé	Closed	MEC COFFRET ECLAIRAGE MPR - ZONE COLORANT POUR BIERE	2024-11-26	Christel TCHATO
PI24657	SIAC	Boissons du Cameroun	Fourniture_Pose	0	1	Lost	0	Annulé	Closed		2024-11-26	Christel TCHATO
PI24658	SABC_Bafoussam	Boissons du Cameroun	Placement_RH	140000	3.5	Lost	0	Terminé	Closed	FOURNITURE DE 04 ELECTRICIENS POUR ENTRETIEN FIN DE MOIS 	2024-11-28	
PI24659	SEMC	SEMC	Fourniture_Pose	430000	1.3	3494841	1	Terminé	Closed	ASSAINISSEMENT CÂBLE RÉSEAU ETHERNET SUR LA SOUTIREUSE CH3.	2024-11-26	Voltaire Tchotchou
PI24660	SIAC	Boissons du Cameroun	Fourniture_Pose	1105000	1.4	3497788	1	Terminé	Closed	MEC COFFRET ALIMENTATION 2 MAGASIN CENTRAL	2024-11-26	Christel TCHATO
PI24661	SIAC	Boissons du Cameroun	Fourniture_Pose	4541000	1.3	Lost	0	Terminé	Closed	MEC MAGASIN PRODUITS CHIMIQUES	2024-11-26	Christel TCHATO
PI24662	SABC_Ndokoti	Boissons du Cameroun	Placement_RH	66472320	1.3	Lost	0	Terminé	Closed	Maintenance Electrique et Groupe Electrogènes CD et CC Littoral et Ouest 2025-2026	2024-11-27	
PI24663	SABC_Koumassi	Boissons du Cameroun	Placement_RH	57148800	1.3	Lost	0	Terminé	Closed	Maintenance Electrique et Groupe Electrogènes CD et CC Littoral et Ouest 2025-2026	2024-11-27	
PI24664	SABC_Bafoussam	Boissons du Cameroun	Placement_RH	0	1.3	Lost	0	Terminé	Closed	Maintenance Electrique et Groupe Electrogènes CD et CC Littoral et Ouest 2025-2026	2024-11-27	
PI24665	DANGOTE_Dla	DANGOTE CEMENT SA	Fourniture	165000	1.5	Regul	1	Terminé	Closed	Kit de raccord pour câble électrique à  base de résine.	2024-12-04	Lambi Mandjeck
PI24666	SABC_Bafoussam	Boissons du Cameroun	Fourniture_Pose	0	1	Lost	0	Annulé	Closed	fourniture et installation de trois compteurs d 'énergie électrique départ nouveaux équipements	2024-12-03	Joseph DJIEUBOU 
PI24667	SABC_Yaounde	Boissons du Cameroun	Fourniture_Pose	2672826	1.4	Lost	0	Terminé	Closed	COMMANDE DU MATERIEL POUR NOUVELLE FOSSE DE RELEVAGE DES EAUX USEES DES TOD	2024-12-03	Rosine Kati
PI24668	SIAC	Boissons du Cameroun	Fourniture_Pose	613524	1.41	Lost	0	Terminé	Closed	Porte d'accès guérite	2024-12-06	Christel TCHATO
PI24669	SOCAPALM_Eseka	SOCAPALM	Fourniture_Pose	65777875	1.44	Lost	0	Terminé	Closed	TRAVAUX DE MISE EN CONFORMITE DU SYSTÈME DE PROTECTION FOUDRE ET RESEAU DE TERRE (Testable à distance)	2024-12-07	Anne Chantal Ngo Ngidjol
PI24669A	SOCAPALM_Eseka	SOCAPALM	Fourniture_Pose	51262675	1.44	Lost	0	Terminé	Closed	TRAVAUX DE MISE EN CONFORMITE DU SYSTÈME DE PROTECTION FOUDRE ET RESEAU DE TERRE	2024-12-08	Anne Chantal Ngo Ngidjol
PI24670	SABC_Koumassi	Boissons du Cameroun	Fourniture_Pose	0	1.4	Lost	0	Terminé	Closed	POSE ET RACCORDEMENT HYGROMETRE DES AEROS SDM	2024-12-06	Patrick Aimé HAMO FIKOUE
PI24671	SEMC	SEMC	Fourniture	589200	1.5	Lost	0	Terminé	Closed	MISE EN CONFORMITE SDA MAGASIN PREFORMES	2024-12-10	Jean Bossango
PI24672	SIAC	Boissons du Cameroun	Fourniture_Pose	9289500	1.74	Lost	0	Terminé	Closed	FOURNITURE ET INSTALLATION PROJECTEUR SOLAIRE 	2024-12-10	Christel TCHATO
PI24673	SOCAPALM_Eseka	SOCAPALM	Fourniture_Pose	6094958	1.5	177/2025	1	Terminé	Closed	Refection Coffret inverseur de source 	2024-12-06	Anne Chantal Ngo Ngidjol
PI24673A	SOCAPALM_Eseka	SOCAPALM	Fourniture_Pose	609495	1.5	177/2025	1	Terminé	Closed	Refection Coffret inverseur de source 	2024-12-06	Anne Chantal Ngo Ngidjol
PI24674	DANGOTE_Dla	DANGOTE CEMENT SA	Fourniture	1814359	1.38	CM40006783	1	Terminé	Closed	Supply of few items of INSTRUMENTATION	2024-12-11	Benjamin N. Eteh
PI24675	SABC_Koumassi	Boissons du Cameroun	Fourniture	5596357	1.33	Lost	0	Terminé	Closed	DESINSECTICEURS AGIR POUR LA NOUVELLE SIROPERIE BRASSAGE ET,EMPOTAGE BEER (REMPLACER DA3189925 REFUSEE POUR MAJ)	2024-12-11	Jean Bossango
PI24676	SABC_Yaounde	Boissons du Cameroun	Fourniture	5558550	1.18	3520583	1	Terminé	Closed	matériel raccordement électrique CIP chaude cave Yaoundé	2024-12-16	Rosine Kati
PI24677	SOCAVER	Societe Camerounaise des Verrieries	Metrologie	494500	1.98	3496046	1	Terminé	Closed	Etalonnage compteur d'eau DN40	2024-12-16	Thierry Ekendjoum
PI24678	DANGOTE_Dla	DANGOTE CEMENT SA	Fourniture	30000	1	Regul	1	Terminé	Closed	Carbide hole saw	2024-12-16	Lambi Mandjeck
PI24679	SABC_Ndokoti	Boissons du Cameroun	Fourniture	4819291	1.3	3504784	1	Terminé	Closed	ECLAIRAGE NOUVELLE LIGNE 16 NDOKOTI	2024-12-17	Cedric NGAKAM
PI24679A	SABC_Ndokoti	Boissons du Cameroun	Fourniture	8422148	1.3	Lost	0	Terminé	Closed	ECLAIRAGE NOUVELLE LIGNE 16 NDOKOTI	2024-12-17	Cedric NGAKAM
PI24680	SABC_Koumassi	Boissons du Cameroun	Fourniture_Pose	0	1	Lost	0	Terminé	Closed	REMPLACEMENT CHEMINS DE CABLES VETUSTES TOD, LEURERIE ET THERMOLYSE	2024-12-11	Basile DONNANG DONGMO
PI24681	SABC_Koumassi	Boissons du Cameroun	Fourniture_Pose	5592496	1.3	Lost	0	Terminé	Closed	Consultation pour Remplacement des serrures sur Armoire Electrique des Services Généraux -Fabrication et PET Koumassi.	2024-12-12	Basile DONNANG DONGMO
PI24682	SABC_Koumassi	Boissons du Cameroun	Fourniture	324375	1.875	3503644	1	Terminé	Closed	Fourniture d'une carte I/O Schneider Electric	2024-12-16	
PI24683	SIAC	Boissons du Cameroun	Reparation	0	1	3496381	1	Terminé	Closed	REPARATION ONDULEUR SOCOMEC NRT2-U3300	2024-12-16	Christel TCHATO
PI24684	DANGOTE_Dla	DANGOTE CEMENT SA	Fourniture	125222	1.2	40006753	1	Terminé	Closed	SILENCER,SINTERED	2024-12-20	Benjamin N. Eteh
PI24685	SABC_Yaounde	Boissons du Cameroun	Fourniture	23014724	1.3	Lost	0	Terminé	Closed	DEMANDE DE PRIX POUR MATERIEL ECLAIRAGE SILO YAOUNDE 	2024-12-18	Rosine Kati
PI24686	SEMC	SEMC	Fourniture_Pose	3614250	1.3	3521041	1	Terminé	Closed	TRAVAUX SUPPLEMENTAIRES INFIRMERIE (Salle Observation, Pharmacie, Bureaux Medecin & infirmiers)	2024-12-18	Valdez Taffouo
PI24687	SABC_Bafoussam	Boissons du Cameroun	Fourniture	183300	1.3	3498170	1	Terminé	Closed	Gaine Bafoussam > 150m	2024-12-23	Rosine Kati
PI24688	SOCAVER	Societe Camerounaise des Verrieries	Fourniture	0	1	Lost	0	Annulé	Closed	DA 3211402 VOYANT	2024-12-23	Philemon SANDJONG TCHAZOU 
PI24689	HBO_Clients	HBO	Fourniture_Pose	0	1	Lost	0	Terminé	Closed	TRAVAUX DE VIDEO SURVEILLANCE 	2024-12-23	
PI24A	HBO_A	HBO	Divers	1	1	Divers	1	Terminé	Closed	Budget Administration	2024-01-01	Orthance Momha
PI24D	HBO_D	HBO	Divers	1	1	Divers	1	Terminé	Closed	Budget Divers	2024-01-01	Orthance Momha
PI24X	HBO_X	HBO	Divers	1	1	Divers	1	Terminé	Closed	Budget Recherche	2024-01-01	Orthance Momha
PIBIAFO01	HBO-BTP	HBO	Divers	1	1.3	Divers	1	Terminé	Closed	Travaux d'electricite R+1 (Yatika - Residence Mr. Biafo)	2023-12-31	
PIDELORE01	HBO-BTP	HBO	Divers	1	1.3	Divers	1	Terminé	Closed	travaux d'électricité R+3 Ngodi Bakoko	2023-12-31	
PINYA01	HBO-BTP	HBO	Divers	1	1.3	Divers	1	Terminé	Closed	Travaux d'electricite R+1 (Nyassa - Residence Mr. Nya)	2023-12-31	
PIYOUMBA01	HBO-BTP	HBO	Divers	1	1.3	Divers	1	Terminé	Closed	Travaux d'electricite R+1 (Lendi - Residence Mr. Youmba)	2023-12-31	
PI24690	SOCAVER	Societe Camerounaise des Verrieries	Fourniture	300000	1.2	Lost	0	Terminé	Closed		2024-12-26	Cecile TCHUIENCHE
PI24691	SABC_Bafoussam	Boissons du Cameroun	Placement_RH	0	1.3	Lost	0	Terminé	Closed		2024-12-31	Anicet GHISLAIN FOKA
PI24692	SABC_Koumassi	Boissons du Cameroun	Fourniture	1634600	2.14	3504033	1	Terminé	Closed	petit outillage urgent pour dilution sucre service fabrication biere	2025-01-02	Jean Bossango
PI25001	DIXSTONE	Dixstone Operations Cameroun	Fourniture	0	1.3	Lost	0	Annulé	Closed	VIATRAN PRESSURE TRANSDUCER	2025-01-02	Alex Amoutse
PI25E	HBO_Clients	HBO	Fourniture	1	1.3	Lost	0	Terminé	Closed	Fournitures divers ( parafoudres )	2025-01-03	
PI23387	GRACEDOM Souza	Gracedom Invest	Fourniture	833340	1.3	PO1594	1	Terminé	Closed	A request for quotation - communication cable	2024-11-18	
PI25002	SABC_Garoua	Boissons du Cameroun	Fourniture	6850516	1.25	Lost	0	Terminé	Closed	MATERIEL POUR ENTRETIEN DES DESINSECTISEURS ET TRAVAUX DIVERS	2025-01-06	Jean Bossango
PI25003	SABC_Ndokoti	Boissons du Cameroun	Fourniture	1093553	1.2	Lost	0	Terminé	Closed	BALANCE POUR PESAGE DES ADITTIFS AU TRAITEMENT DES EAUX	2025-01-06	Jean Bossango
PI25004	DANGOTE_Dla	DANGOTE CEMENT SA	Fourniture	14767500	2.5	CM40006775	1	Terminé	Closed	Fourniture detecteurs de fumee et accessoires pour maintenance Fire System	2025-01-06	Martin-Pierre DOOH
PI25005	SIAC	Boissons du Cameroun	Fourniture	6569720	1.3	Lost	0	Terminé	Closed	 RAPPORT CONTROLE PRISE DE TERRE - SIAC 2024	2025-01-06	Christel TCHATO
PI25006	SIAC	Boissons du Cameroun	Fourniture_Pose	313650	1.5	Lost	0	Terminé	Closed	Fourniture et pose des spots hs	2025-01-07	Christel TCHATO
PI25007	SIAC	Boissons du Cameroun	Fourniture_Pose	6313905	1.57	Lost	0	Terminé	Closed	Maintenance preventive des spots batiment administratif SIAC	2025-01-06	Christel TCHATO
PI25008	SIAC	Boissons du Cameroun	Fourniture	326508	1.4	Annule	1	Terminé	Closed	Fourniture d'un contacteur et disjoncteur moteur SIAC	2025-01-06	Christel TCHATO
PI25009	SABC_Koumassi	Boissons du Cameroun	Fourniture_Pose	621600	1.26	Lost	0	Terminé	Closed	Fourniture et Pose Câblerie pour Désinsectiseurs Station dilution Sucre	2025-01-07	Iris Dkouam
PI25010	SCDP Depot de Bessengue	SCDP	Fourniture	665382	1.2	2025000015/2025/SCDP	1	Terminé	Closed	fourniture carte habilitation chauffeurs camions	2025-01-07	Francois OUNKAP
PI24E	HBO_Clients	HBO		1	1.3	Lost	0	Terminé	Closed		2024-01-01	
PI25011	SABC_Koumassi	Boissons du Cameroun	Fourniture_Pose	314000	1.37	3516697	1	Terminé	Closed	Alimentation en energie electrique Nouveau refectoire Koumassi	2025-01-07	Iris Dkouam
PI25012	SOCAVER	Societe Camerounaise des Verrieries	Metrologie	310500	1	3506490	1	Terminé	Closed	Verification Metrologique de THERMOMETRE INFRAROUGE	2025-01-08	Thierry Ekendjoum
PI25013	SIAC	Boissons du Cameroun	Fourniture_Pose	5907444	1.42	Lost	0	Terminé	Closed	Fourniture et pose des sondes de niveaux au traitement des eaux	2025-01-09	Christel TCHATO
PI25014	SABC_Koumassi	Boissons du Cameroun	Fourniture	7953750	1.3	Lost	0	Terminé	Closed	350m DE CABLE SOUPLE 4G35mm².	2025-01-09	Cedric NGAKAM
PI25015	SIAC	Boissons du Cameroun	Reparation	208620	1.5	3512684	1	Terminé	Closed	Onduleur APC	2025-01-09	Christel TCHATO
PI25018	SIAC	Boissons du Cameroun	Fourniture_Pose	849875	1.3	Lost	0	Terminé	Closed	Fourniture et Pose Onduleur 2000VA	2025-01-10	Christel TCHATO
PI25016	SABC_Ndokoti	Boissons du Cameroun	Fourniture_Pose	2393750	1.28	Lost	0	Terminé	Closed	Fourniture et Pose des Projecteurs LED a la CH5	2025-01-09	François Atangana
PI25017	SABC_Ndokoti	Boissons du Cameroun	Fourniture_Pose	5726164	1.3	3535059	1	Terminé	Closed	Installation des extracteurs d'air Magasin MPR	2025-01-09	François Atangana
PI25019	SOCAPALM_Bambou	SOCAPALM	Fourniture_Pose	532500	1.5	SCP0825PO400134	1	Terminé	Closed	mise à la terre nouvelle station météo	2025-01-13	Patrick RANDRIAMISATA
PI25020	DANGOTE_Dla	DANGOTE CEMENT SA	Fourniture	254800	1.3	CM0006786	1	Terminé	Closed	Supply of Modular 3-phase control relay	2025-01-13	Lambi Mandjeck
PI25021	DANGOTE_Dla	DANGOTE CEMENT SA	Fourniture	19500	1.3	Lost	0	Terminé	Closed	Supply of Miniature Snap Action Switch	2025-01-13	Lambi Mandjeck
PI25022	SOCAVER	Societe Camerounaise des Verrieries	Installation	635000	1.2	3523192	1	Terminé	Closed	Pose et raccordement Coffret	2025-01-14	Armand Tchounkeu
PI25023	SOCAVER	Societe Camerounaise des Verrieries	Installation	0	1.3	Lost	0	Terminé	Closed	Pose et raccordement Coffret	2025-01-14	Thierry Ekendjoum
PI25024	SABC_Bafoussam	Boissons du Cameroun	Fourniture	1332000	1.48	Lost	0	Terminé	Closed	CONSOLE D'INTERVENTION AUTOMATISME ET INSTRUMENTATION SUR LA NOUVELLE LIGNE 7 BAFOUSSAM	2025-01-16	Hassan FOUAPON KOUOTOU
PI25025	SABC_Garoua	Boissons du Cameroun	Fourniture	3257400	1.5	Lost	0	Terminé	Closed	CONTROLER LES PURGEURS SUR LE CIRCUIT VAPEUR	2025-01-16	Jean Bossango
PI25026	SEMC	SEMC	Fourniture	516000	2	Lost	0	Terminé	Closed	EFFICACITE ENERGETIQUE: INSTALLER LES
DETECTEUR DE MOUVEMENT DANS LES
Marque BUREAUX (DA 3213191 & DA 3214303)	2025-01-16	Jean Bossango
PI25027	DANGOTE_Dla	DANGOTE CEMENT SA	Fourniture	1484040	1.3	Lost	0	Terminé	Closed	Multimeter DMM68	2025-01-16	Benjamin N. Eteh
PI25028	SEMC	SEMC	Fourniture	637980	1.4	Lost	0	Terminé	Closed	Fourniture relais temporise SIEMENS	2025-01-16	Jean Bossango
PI25029	SEMC	SEMC	Fourniture	0	1	Lost	0	Annulé	Closed	Fourniture unite exterieure climatiseur colonne airwell	2025-01-16	Jean Bossango
PI25030	TICAM	TICAM SA	Fourniture_Pose	18533000	1.3	Lost	0	Terminé	Closed	TRAVAUX DE MISE EN CONFORMITE DES INSTALLATIONS ELECTRIQUES DE L'HUILERIE DE MASSOUMBOU	2025-01-15	
PI25031	SABC_Ndokoti	Boissons du Cameroun	Fourniture	1170000	1.3	Lost	0	Terminé	Closed	CONSOLE D'INTERVENTION CONTROLEUR EN LIGNE SUR LA NOUVELLE LIGNE 16  NDOKOTI	2025-01-22	Cedric NGAKAM
PI25032	SABC_Koumassi	Boissons du Cameroun	Fourniture	5169154	1.3	Lost	0	Terminé	Closed	OUTIL D'ETALONNAGE DES MANOMETRES ET CAPTEURS DE PRESSION POUR REMPLACEMENT DU CALIBRATEUR DEFECTUEUX	2025-01-22	Jean Bossango
PI25033	DANGOTE_Dla	DANGOTE CEMENT SA	Reparation	1555456	1.6	CM42009666	1	Terminé	Closed	Supply and Installation of HMI Touch Screen Panels	2025-01-21	Iloga Gerard
PI25034	DANGOTE_Dla	DANGOTE CEMENT SA	Fourniture	23941346	1.26	Lost	0	Terminé	Closed	ERECTION OF BELT CONVEYOR, DESIGNATED AS 66ABC02, AT PROPORTIONING STATION - 83 - ELECTRICAL/INSTRUMENTATION	2025-01-23	Benjamin N. Eteh
PI25035	DANGOTE_Dla	DANGOTE CEMENT SA	Fourniture	9524581	1.4	Lost	0	Terminé	Closed	Supply of Few Items for ELECTRICAL	2025-01-23	Benjamin N. Eteh
PI25036	DANGOTE_Dla	DANGOTE CEMENT SA	Fourniture	9115960	1.4	CM40006960	1	Terminé	Closed	Supply of RELAY, REC650,ABB - ELECTRICAL	2025-01-23	Benjamin N. Eteh
PI25037	SEMC	SEMC	Fourniture	949000	1.4	Lost	0	Terminé	Closed	CANON POUR SERRURES VACHETTES 	2025-01-23	Luc Degaul NGOUBEYOU
PI25038	SEMC	SEMC	Fourniture	0	1	Lost	0	Annulé	Closed	SAVON MOUSSE LOTUS 800 ML (POUR RECHARGE LAVE MAIN) 	2025-01-23	Luc Degaul NGOUBEYOU
PI25039	SEMC	SEMC	Fourniture	483750	2.5	Lost	0	Terminé	Closed	DETECTEUR DE MOUVEMENT 	2025-01-23	Luc Degaul NGOUBEYOU
PI25040	SEMC	SEMC	Fourniture	1260000	1.4	Lost	0	Terminé	Closed	CONSOLE HEUFT POUR CONFIGURATION ET
BACKUP PROGRAMME USINE SEMC	2025-01-24	Rosine Kati
PI25041	SOCAVER	Societe Camerounaise des Verrieries	Fourniture_Pose	3667559	1.1499999999999999	Lost	0	Terminé	Closed	CONFECTION ET CÂBLAGE D’UNE ARMOIRE MOBILE DE RESERVE POUR VENTILATEURS REFROIDISSEMENT MOULES MACHINES IS USINE SOCAVER	2025-01-24	Cecile TCHUIENCHE
PI25042	SOCAVER	Societe Camerounaise des Verrieries	Fourniture_Pose	9696860	1.23	Lost	0	Terminé	Closed	CÂBLAGE DE L’ARMOIRE DE COMMANDE DES POMPES BÂCHE (SYSTÈME DE TRAITEMENT D’EAUX ERPAC)	2025-01-24	Cecile TCHUIENCHE
PI25043	SABC_Koumassi	Boissons du Cameroun	Fourniture_Pose	1220000	1	Lost	0	Terminé	Closed	Fourniture des batteries et Dépannage d'Onduleurs 15KVA tri/tri à SABC Usine de KOUMASSI                   	2025-01-24	Roland Jani
PI25044	SIAC	Boissons du Cameroun	Fourniture_Pose	1355802	1.1100000000000001	Lost	0	Terminé	Closed	Mise en Conformite de l'armoire Electrique Traitement des eaux	2025-01-09	Christel TCHATO
PI25045	SIAC	Boissons du Cameroun	Reparation	832230	1	3546596	1	Terminé	Closed	Reparation Onduleur HS	2025-01-28	Christel TCHATO
